,grid_id,location,txt,flood_ct
413,"(-12, -74)","['Satipo', 'Satipo']","The Satipo Province borders the provinces of Huancayo, Concepción, Jauja and Chanchamayo on the west; Pasco Region's Oxapampa Province on the north; Atalaya Province in the Ucayali Region on the northwest; and Cusco Region's La Convención Province on the east and southeast. The Mantaro River marks the province's border with Ayacucho Region's Huanta Province on the south and Huancavelica Region's Tayacaja Province on the southwest.
Elevations and climates in Satipo province range from the Amazon Basin tropical rainforest climate along the Tambo River near Atalaya at an elevation of 207 m (679 ft) to Nevado Bateadora with an elevation of 4,866 m (15,965 ft) near the hamlet of Toldopampa in the Andes.",2.0
414,"(-12, -73)",['La Convenci?n district'],0,0.0
415,"(-12, -71)","['Manu', ' Madre de Dios']","The department is almost entirely low-lying Amazon rainforest. The climate is warm and damp, with average temperatures around 26 °C (79 °F) [max.: 34 °C (93 °F), min.: 21 °C (70 °F)]. The rainy season is from December to March, when torrential rainfall causes rivers to swell and often overflow their banks. Annual precipitation can be as much as 3 metres (9.8 ft).
The north-western boundary with the Cusco Region is known as the Isthmus of Fitzcarrald, a series of small and low mountains that separate the Madre de Dios River and the Urubamba/Ucayali River basins.
Notable rivers in the Madre de Dios River watershed are the Inambari, Tambopata, Manu, Tahuamanu, Las Piedras (also known as Tacuatimanu River), Heath, Acre and Los Amigos.
Due to the vast size of the area and its low population density, rivers provide the best way of getting from one town to another. Human activity is invariably confined to riverbanks. A number of explorers have searched for the lost city of Paititi in the jungle within the region. A new road that opened in early 2011 through the area will connect Brazil and Peru for trade, and change the isolation of this area.The only important highway is between the Peruvian cities of Puerto Maldonado and Cusco, 510 kilometres (320 mi) away in the Cuzco Department. It is part of the newly built Interoceanic Road between the Pacific and Atlantic Oceans, passing by the border town Iñapari on the Acre river. Flights between Cusco and Puerto Maldonado remain the most common and quicker method of transport between the two.
From Puerto Maldonado a road about 55 kilometres (34 mi) long leads to the mining town Laberinto (""Labyrinth""). A second road is between the village of Pillcopata and Itahuania (into the Manú National Park). It is a roughly 350 kilometres (220 mi)-long single-track road that is hard to travel in the rainy season. It also has a dirt road to the native community of Infierno (""Hell""), where the Ese'ejas (or Guarayos) live. Their chief is Agustín Shapaja, who led the famous expedition (made into a TV special) to the Candamo. He was featured in the TV documentary El Candamo, la Ultima Tierra sin Hombres (The Candamo, The Last Land without Men).",2.0
416,"(-12, -42)","['Bahia', 'Bahia', 'Bahia state', 'Bahia state', 'Santa Luzia', ' Bahia']","Bahia is bordered on the east by the Atlantic Ocean. The Bay of All Saints is the largest bay on the Brazilian coast. Under the Brazilian Empire, it was bounded on the north by the Rio Real and by the Jequitinhonha on the south, but Bahia now comprises an irregular shape bound by other states of Brazil, some of which were formed from it. In the north, it is now bordered (from east to west) by Sergipe, Alagoas, Pernambuco and Piauí. In the northwest, it is bordered by Tocantins. In the southwest, it borders Goiás, and in the south it is bordered (from east to west) by Espírito Santo and Minas Gerais.
The state is crossed from west to east by many rivers, but the most important is the São Francisco, which starts in Minas Gerais and runs through western Bahia before emptying into the Atlantic between Sergipe and Alagoas. Formerly plied by paddlewheel steamers, the river is only navigable to small modern craft but is still vital to the arid west since it continuously supplies water during seasons when many other smaller rivers dry out. The Sobradinho Dam created one of the largest reservoirs in the world; other major hydroelectric projects along its length include the Paulo Afonso Hydroelectric Complex and the Itaparica or Luiz Gonzaga Dam.",4.0
417,"(-12, -41)",['Lajedinho'],"The main elevation is the mountain of Macaúbas very extensive and uniform, which runs the city from south to north, and rises to 1250 meters. Tributaries of San Francisco for the right margin. The Paramirim River, which rises in the Serra das Almas, forms a border with the municipalities of Caturama, Rio do Pires and Ibipitanga. The weir Macaúbas with a capacity of 20.9 million meters cubic, built by former DNOCS, remains today.",1.0
418,"(-12, 17)",[' Bie'],"A world's fair, also known as a universal exhibition or an expo, is a large international exhibition designed to showcase the achievements of nations. These exhibitions vary in character and are held in different parts of the world at a specific site for a period of time, typically between three and six months.The term ""world's fair"" is commonly used in the United States, while the French term, Exposition universelle (""universal exhibition"") is used in most of Europe and Asia; other terms include World Expo or Specialised Expo, with the word expo used for various types of exhibitions since at least 1958.
Since the adoption of the 1928 Convention Relating to International Exhibitions, the Paris-based Bureau International des Expositions has served as an international sanctioning body for international exhibitions; four types of international exhibition are organised under its auspices: World Expos, Specialised Expos, Horticultural Expos (regulated by the International Association of Horticultural Producers) and the Milan Triennial.
Astana, Kazakhstan, held the most recent Specialised Expo in 2017 while Dubai, United Arab Emirates hosted Expo 2020 (which was postponed to 2021 due to the COVID-19 pandemic). Buenos Aires, Argentina, which had been selected to host the next Specialised Expo in 2023, announced its withdrawal with no reschedule date.

",0.0
419,"(-12, 18)",['Kwanza province'],"Kibalas, N'goias, Musseles, Mussumbas and Bailundos are the major ethnic groups in the province. The Kimbundu language is most commonly used. Umbundu is also spoken. Bengo Province and Cuanza Norte Province are located to its north. Malanje and Bie Provinces are located to its east, while Huambo and Benguela provinces border it in south. The province's coastline on the Atlantic Ocean is 180 kilometres (110 mi) in length. Cuanza Sul city lies on the southern bank of the Cuanza River.",1.0
420,"(-12, 34)","['Mzimba', ' Nkhata Bay ', ' Mzimba districts ']","The Viphya Mountains extend through the southern and eastern portion of the district. The Mzimba Plain occupies the central portion of the district, drained by the South Rukuru River and its tributaries. The western boundary of the district lies along the Malawi-Zambia border, where a low divide separates the basin of the South Rukuru from Zambia's Luangwa River basin.",1.0
421,"(-12, 39)","['Cabo Delgado', 'Cabo Delgado', 'Cabo Delgado province', ' Cabo Delgado']","The insurgency in Cabo Delgado is an ongoing Islamist insurgency in Cabo Delgado Province, Mozambique, mainly fought between militant Islamists and jihadists attempting to establish an Islamic state in the region, and Mozambican security forces. Civilians have been the main targets of terrorist attacks by Islamist militants. The main insurgent faction is Ansar al-Sunna, a native extremist faction with tenuous international connections. From mid-2018, the Islamic State's Central Africa Province has allegedly become active in northern Mozambique as well, and claimed its first attack against Mozambican security forces in June 2019. In addition, bandits have exploited the rebellion to carry out raids. As of 2020, the insurgency intensified, as in the first half of 2020 there were nearly as many attacks carried out as in the whole of 2019.Ansar al-Sunna (English: ""Supporters of the Tradition"") is similar to the name of an Iraqi Sunni insurgent group that fought against U.S. troops between 2003 and 2007. They are known locally as al-Shabaab but they are not formally related to the better known Somali al-Shabaab, although both pledge their allegiance to the militant group Islamic State (ISIL). Some of the militants are known to speak Portuguese, the official language of Mozambique, however others speak Kimwane, the local language, and Swahili, the lingua franca language spoken north of that area in the Great Lakes region. Reports also state that members are allegedly mostly Mozambicans from Mocimboa da Praia, Palma, and Macomia districts, but also include foreign nationals from Tanzania and Somalia.

",3.0
422,"(-12, 43)","['Grande Comore', 'Grande Comore', 'Great Comoros Isl.', 'Grande Comore', 'Dimani', 'Ngazidja province', 'Ngazidja province']","The Comoro Islands are located in the Mozambique Channel to the north-west of Madagascar and facing Mozambique. These volcanic islands, covering a total area of 2034 km2, are as follows:

Ngazidja (also known as Grande Comore): the largest island of the Union of the Comoros, with its capital Moroni
Ndzuwani (also known as Anjouan): part of the Union of the Comoros
Mwali (also known as Mohéli): part of the Union of the Comoros
Mayotte (also known as Maore): a French overseas department. Mayotte is composed of two islands, Grande-Terre and Petite-Terre (also known as Pamanzi). where the Dzaoudzi–Pamandzi International Airport is located.The Glorioso Islands, comprising Grande Glorieuse, Île du Lys and eight little rock islets, were administratively attached to the archipelago before 1975, and, geologically speaking, form a part of the archipelago.
Notable reefs that are part of the archipelago are as follows:

Banc Vailheu, or Raya, a submerged volcano located 20 km west of Grand Comoro
Banc du Geyser, a reef measuring 8 by 5 km in area, situated 130 km North-East of Grande-Terre
Banc du Leven, a former island between Madagascar and Grande-Terre which is now submerged",0.0
423,"(-12, 44)","['Moheli', 'Moheli', 'Anjouan', 'Fomboni', 'Moheli', 'Moheli', 'Anjouan Island', 'Moheli']","The Comoro Islands are located in the Mozambique Channel to the north-west of Madagascar and facing Mozambique. These volcanic islands, covering a total area of 2034 km2, are as follows:

Ngazidja (also known as Grande Comore): the largest island of the Union of the Comoros, with its capital Moroni
Ndzuwani (also known as Anjouan): part of the Union of the Comoros
Mwali (also known as Mohéli): part of the Union of the Comoros
Mayotte (also known as Maore): a French overseas department. Mayotte is composed of two islands, Grande-Terre and Petite-Terre (also known as Pamanzi). where the Dzaoudzi–Pamandzi International Airport is located.The Glorioso Islands, comprising Grande Glorieuse, Île du Lys and eight little rock islets, were administratively attached to the archipelago before 1975, and, geologically speaking, form a part of the archipelago.
Notable reefs that are part of the archipelago are as follows:

Banc Vailheu, or Raya, a submerged volcano located 20 km west of Grand Comoro
Banc du Geyser, a reef measuring 8 by 5 km in area, situated 130 km North-East of Grande-Terre
Banc du Leven, a former island between Madagascar and Grande-Terre which is now submerged",2.0
424,"(-12, 160)","['Bellona Island', ' Rennell']",,0.0
425,"(-12, 169)","['Tikopia Island', 'Tikopia', 'Tikopia Island', 'Tikopia']","The island lies about 500 km (310 mi) to the east-southeast of Nendö. It is a small volcanic island with a fringing coral reef. The highest point on the island is 65 m (213 ft) above sea level. The island has a diameter of only about 750 m (820 yd) and an area of 0.4 square kilometres.
The island lies halfway between the Solomon Islands archipelago and Tuvalu. Anuta's nearest populated neighbour is Tikopia Island, about 112 kilometres to the southwest. The next closest islands are Vanikolo, Utupua, and the Reef Islands—with mixed Melanesian and Polynesian populations—and the Duff Islands, all over 320 kilometres away. Further southwest lie the Banks and New Hebrides Groups.",0.0
426,"(-11, -78)",['Barranca'],"Barrancas is located in the Guajira Peninsula in the Caribbean Region of Colombia, limiting to the east with the Bolivarian Republic of Venezuela; to the north with the municipalities of Hatonuevo and Albania; to the south with the municipality of Fonseca and to the west with the municipality of Riohacha. The municipality covers a total area of 742 km2 (286.5 sq mi) and is some 40 m (131 ft) over the sea level.
The municipality of Barrancas lies in the Valley of Upar formed between the Sierra Nevada de Santa Marta (west) and the Serranía del Perijá (east) and within the basin of the Ranchería River.",1.0
427,"(-11, -75)",['Villarica'],"Midsayap is geographically located at the Southwestern portion of North Cotabato Province. It is bounded on the north by the Municipality of Libungan; on the south by the Rio Grande de Mindanao; on the east by the municipalities of Aleosan and Pikit; and on the west by the Municipality of Kabuntalan.
Midsayap is approximately 47 kilometres (29 mi) away from Cotabato City and some 174 kilometres (108 mi) from Davao City, two of the major urban centers in Mindanao. It is about 64 kilometres (40 mi) away from Kidapawan City, the seat of the Provincial Government.
Midsayap has a total land area of 29,042 hectares comprising 57 barangays which is 5.03% of the total land area of Cotabato province. Some of the barangays (Southern and Western part) are along the big bodies of water, thus making it accessible by water transportation. However, due to the construction of a concrete bridge at Dulawan towards the province of Sultan Kudarat and some municipalities of Maguindanao Province, land transportation is now feasible. The town is traversed by the Davao-Cotabato and the Midsayap-Makar national highways (General Santos).",1.0
428,"(-11, -69)",['Cobija city '],"Cobija is a city in Bolivia, capital of the department of Pando, is located about 600 km (373 mi.) north of La Paz in the Amazon Basin on the border with Brazil. Cobija lies on the banks of the Rio Acre across from the Brazilian city of Brasiléia. Cobija lies at an elevation of ca. 280 m (920 ft.) above sea level and has a tropical and rainy climate.
Cobija has approximately 80,000 inhabitants, is the seat of a university and capital of the Bolivian Pando Department. Cobija has two airports and is connected by one road to El Choro in the Beni Department, which is not always passable during the rainy season. When the rain allows it, Cobija is connected to the rest of Bolivia also via road. Cobija is connected to Brazil by two bridges.",1.0
429,"(-11, -67)",['Pando'],"The giant panda (Ailuropoda melanoleuca, sometimes panda bear or simply panda) is a bear species endemic to China. It is characterised by its bold black-and-white coat and rotund body. The name ""giant panda"" is sometimes used to distinguish it from the red panda, a neighboring musteloid. Though it belongs to the order Carnivora, the giant panda is a folivore, with bamboo shoots and leaves making up more than 99% of its diet. Giant pandas in the wild occasionally eat other grasses, wild tubers, or even meat in the form of birds, rodents, or carrion. In captivity, they may receive honey, eggs, fish, yams, shrub leaves, oranges, or bananas along with specially prepared food.The giant panda lives in a few mountain ranges in central China, mainly in Sichuan, and also in neighbouring Shaanxi and Gansu. As a result of farming, deforestation, and other development, the giant panda has been driven out of the lowland areas where it once lived, and it is a conservation-reliant vulnerable species. A 2007 report showed 239 pandas living in captivity inside China and another 27 outside the country. By December 2014, 49 giant pandas lived in captivity outside China, living in 18 zoos in 13 countries. Wild population estimates vary; one estimate shows that there are about 1,590 individuals living in the wild, while a 2006 study via DNA analysis estimated that this figure could be as high as 2,000 to 3,000. Some reports also show that the number of giant pandas in the wild is on the rise. By March 2015, the wild giant panda population had increased to 1,864 individuals. In 2016, it was reclassified on the IUCN Red List from ""endangered"" to ""vulnerable"", affirming decade-long efforts to save the panda. In July 2021, Chinese authorities also reclassified the giant panda as vulnerable.The giant panda has often served as China's national symbol, appeared on Chinese Gold Panda coins since 1982 and as one of the five Fuwa mascots of the 2008 Summer Olympics.",1.0
430,"(-11, -65)",['Guajaramirim'],0,1.0
431,"(-11, -42)",[' Central'],"Central America is a part of North America consisting of a tapering isthmus running from the southern extent of Mexico to the northwestern portion of South America. Central America has the Gulf of Mexico, a body of water within the Atlantic Ocean, to the north; the Caribbean Sea, also part of the Atlantic Ocean, to the northeast; and the Pacific Ocean to the southwest. Some physiographists define the Isthmus of Tehuantepec as the northern geographic border of Central America, while others use the northwestern borders of Belize and Guatemala. From there, the Central American land mass extends southeastward to the Atrato River, where it connects to the Pacific Lowlands in northwestern South America.
Of the many mountain ranges within Central America, the longest are the Sierra Madre de Chiapas, the Cordillera Isabelia and the Cordillera de Talamanca. At 4,220 meters (13,850 ft), Volcán Tajumulco is the highest peak in Central America. Other high points of Central America are as listed in the table below:

Between the mountain ranges lie fertile valleys that are suitable for the raising of livestock and for the production of coffee, tobacco, beans and other crops. Most of the population of Honduras, Costa Rica and Guatemala lives in valleys.Trade winds have a significant effect upon the climate of Central America. Temperatures in Central America are highest just prior to the summer wet season, and are lowest during the winter dry season, when trade winds contribute to a cooler climate. The highest temperatures occur in April, due to higher levels of sunlight, lower cloud cover and a decrease in trade winds.",1.0
432,"(-11, -37)",['Aracaju'],,0.0
433,"(-11, 14)",['Porto-Amboin'],0,1.0
434,"(-11, 15)","['Ebo district', 'Cuanza Sul', 'Cuanza Sul province', ' Cuanza-Sul provinces']","Kibalas, N'goias, Musseles, Mussumbas and Bailundos are the major ethnic groups in the province. The Kimbundu language is most commonly used. Umbundu is also spoken. Bengo Province and Cuanza Norte Province are located to its north. Malanje and Bie Provinces are located to its east, while Huambo and Benguela provinces border it in south. The province's coastline on the Atlantic Ocean is 180 kilometres (110 mi) in length. Cuanza Sul city lies on the southern bank of the Cuanza River.",2.0
435,"(-11, 20)",[' Dala'],"Dala dala are minibus share taxis in Tanzania. These converted trucks and minibuses are the primary public transportation system in the country. While the name originates from the English word ""dollar"", they are also referred to as thumni.Before minibuses became widely used, a truck with benches placed in the bed was the typical Tanzanian privately owned public transport. Called chai maharagwe, these were popular and also used to transport and deliver goods along the route c. 1990.While dala dala may run fixed routes picking up passengers at central locations, they will also stop anywhere along their route to drop someone off or allow a prospective passenger to board.In contrast to most of these minibuses, in Dar es Salaam some dala dala are publicly operated as of 2008.

",1.0
436,"(-11, 33)",['Chama'],"Chama is located at 36°53′41″N 106°35′4″W (36.894777, -106.584406), on the Rio Chama, 6.5 miles (10 km) south of the Colorado border. According to the United States Census Bureau, the village has a total area of 2.6 square miles (6.7 km2), all of it land.",1.0
437,"(-11, 34)","['Mzuzu city ', 'Mzuzu']","Of the 28 districts in Malawi, six are located within the Northern Region.

Chitipa
Karonga
Likoma
Mzimba
Nkhata Bay
RumphiIn addition to mainland parts of Malawi, the Northern Region also includes the islands of Chizumulu and Likoma in Lake Malawi, which together make up Likoma District.",2.0
438,"(-11, 39)",['Masasi'],"Mtwara is both the most eastern and southern region in the country. The region is located between 10 and 11 degrees south of the Equator. Mtwara is the third smallest region after Dar es Salaam Region and Kilimanjaro Region at 16,710 km2 (6,450 sq mi). An area occupying 1.9% of the country. In comparison Mtwara is slightly smaller than the African nation of Eswatini  at 17,230 square kilometers. Mtwara's central area is of high elevation, home to the Makonde plateau with Mtwara Region's highest point being Masasi peak at 837 meters above sea level. The largest and longest river in Mtwara Region is the Ruvuma River which is fed by the Mbangala River within the region as one of Ruvuma's many tributaries.",1.0
439,"(-11, 162)","['San Cristobal', 'Makira/Ulawa province']","San Cristóbal has an area of 558 km2 (215 sq mi) and its highest point rises to 730 metres (2,400 ft). The population is approximately 6000. San Cristóbal is the most fertile island of the archipelago and is the second most populated after Santa Cruz.  The capital of the archipelago, Puerto Baquerizo Moreno, lies at the south-western tip of the island.",1.0
440,"(-11, 166)","['Temotu province', 'Temotu', 'Santa Cruz']","The term Santa Cruz Islands is sometimes used to encompass all of the islands of the present-day Solomon Islands province of Temotu.
The largest island is Nendö, which is also known as Santa Cruz Island proper (505.5 km2, highest point 549 m (1,801 ft), population over 5000). Lata, located on Nendö, is the largest town, and the capital of Temotu province.
Other islands belonging to the Santa Cruz group are Vanikoro (173.2 km2, population 800, which is actually two islands, Banie and its small neighbor Teanu) and Utupua (69.0 km2, highest point 380 m (1,247 ft), population 848).
The Santa Cruz Islands are less than five million years old, and were pushed upward by the tectonic subduction of the northward-moving Indo-Australian Plate under the Pacific Plate. The islands are mostly composed of limestone and volcanic ash over limestone. The highest point in the Santa Cruz Islands is on Vanikoro, 924 m (3,031 ft).",0.0
441,"(-10, -78)",['Huarmey area'],"Ancash is a land of contrasts: it features two great longitudinal valleys, which combine the mountain characteristics of the Callejón de Huaylas (Alley of Huaylas) with the sylvan ones of the Alto Marañón. Kilometres of sandy beaches and the blue waters of the Pacific. The territory of the coast, high plateaux and Andean punas of the department are flat, while the rest of the territory, in the Andes, is very rough. In the west, there are slopes with strong declivity form narrow canyons with abrupt and deserted sides.
The rough territory of the department is crossed by two mountain ranges: on the western side, the Cordillera Negra (Spanish for ""black mountain range""), which has peaks without glaciers, and on the eastern side, the Cordillera Blanca (""white mountain range""), which has many peaks covered with snow and ice, such as the Huascarán and the Alpamayo. Between these two mountain ranges, the Santa River flows through the so-called Callejón de Huaylas. This valley narrows to form the Cañón del Pato (""duck canyon""). Also along the Pacific slopes, the Santa River has shaped a wide valley in the punas which narrows into the Cordillera Negra, where the Cañón del Pato canyon was formed.
The snow-covered peak of Huascarán, the highest peak of Peru and second of the Americas, reaches a height of 6,768 m (22,205 ft; 4.205 mi) and contrasts with the 6,263 m (20,548 ft) deep trough of Chimbote found in the ocean west of Ancash. Remnants of glaciers created many lakes such as Llanganuco Lakes and Lake Parón.
Following the Pan-American Highway north from Lima, the territory of the department begins just beyond the Fortress of Paramonga, between wide fields of sugarcane, and across the Fortaleza River, 206 kilometres (128 mi) from Lima.
Along the coast of Ancash, from the Fortaleza River to the Santa River, the Pacific exerts great influence. The Peruvian current and the El Niño current exert considerable and sometimes tragic effect on local lives and regional economies.
Normally, the Peruvian current, also known as the Humboldt Current, brings cold water and large numbers of fish. With the development of the shoals of anchoveta, the Ancash ports and creeks became commercial fishing centers. During the 1950s, the bay of Chimbote was the top fishing port of the world.However, when warmer waters from the north, such as the current of El Niño, bring catastrophic rains to the coast and sea, the shoals of anchoveta disappear, leaving the fishing fleets plants paralysed, and flooding rivers cause serious damage to the lands and cities. The cycles of these two sea currents that affect Peru are hard to predict.Further north along the Pan-American highway, numerous islands and islets dot the sea near the coast. Most are home only to guano seabirds. From south to north, the most important islands include Tortuga Island (Turtle Island), La Viuda Island (The Widow Island), Isla Blanca (White Island) and Santa Island (Holy Island).
The coastal region of Peru includes many peninsulas, creeks, warm bays and sand beaches, full of colour. Because of the lack of roads and difficult terrain, many of these are inaccessible by land.  The most important beaches include Grande Beach, La Gramita Beach and Las Salinas Beach.
Much of this coast is a monotonous stretch of huge sand deserts, a common denominator in all Peruvian coastal regions because of the influence of the Humboldt Current.
Along the rivers, there are green valleys, cultivated mainly with sugarcane, rice and cotton. From south to north, the main rivers of the Ancash coast are the following: Huarmey, Culebras, Casma, Sechín, Nepeña, Lacramarca and Santa.
Of these rivers, the only one with water year-round is the Santa River. Its sources are the glaciers and lakes of the Cordillera Blanca. The other rivers, as with most rivers of the Peruvian coast, are intermittent, depending on the highland rains or the advance of El Niño.",0.0
442,"(-10, -75)","[' Pasco', ' Pasco']","According to the U.S. Census Bureau, the county has a total area of 868 square miles (2,250 km2), of which 747 sq mi (1,930 km2) is land and 122 sq mi (320 km2) (14.0%) is water.A portion of Eastern Pasco County contains rolling topography with elevations from 100 to 160 ft (30 to 49 m), along with San Antonio and St. Leo.",0.0
443,"(-10, -66)",[' Nueva Esperanza'],"La Esperanza sits at an altitude of 1700 meters, making it the highest city in Honduras. It is bisected by the Rio Intibucá which runs from the municipality of Intibucá through the municipality of La Esperanza. La Esperanza is situated in a relatively flat mountain valley, bordered by two chains of mountains, the Sierra de Puca Opalaca to the north and Montaña Zapochoco to the Southeast. The area of the La Esperanza municipality is 138.8 km2 and Intibucá 531 km2.La Esperanza Airport runs along the valley 2 kilometres (1.2 mi) south of the two cities.",1.0
444,"(-10, -48)",[' Tocantins'],"The geography of Tocantins is varied. It straddles both the Amazon rainforest and the coastal savanna. Many rivers (including the Tocantins River) traverse the state. Researchers have identified more than 20 archaeologically significant sites related to indigenous cultures.Tocantins is bordered to the northeast by the states of Maranhão and Piauí, Bahia to the east, Goiás to the south, Mato Grosso to the west, and Pará to the northwest. Tocantins was created from the northern two-fifths of Goiás state in 1989 and is divided into 139 municipalities.Following its separation from Goiás, the new state was transferred from Brazil's Central-West Region to the North Region.",0.0
445,"(-10, -37)","['Alagoas', 'Alagoas', 'Alagoas', 'Alagoas', 'Alagoas', 'Alagoas']","The state's name originates with the lakes along its coast near the city of Maceió. The coast is bordered by fringing reefs and many fine beaches. Behind the beaches, sometimes only hundreds of meters and defined by steep scarps, lies a stretch of green coastal hills having enough rainfall for considerable agriculture and scarce remnants of the Atlantic Forest that now is largely limited to steep hill tops or steep valley sides and bottoms. This is the area long dominated by sugar cane.
Still farther inland lies the Sertão of the Northeast region of the nation. The Sertão is a high dry region dominated by scrub that is often thorn-filled and sometimes toxic, the caatinga. This area and its people are famed in legend and song. It is the land of the cowboy who is clad from head to toe (if he is lucky) with very thick leather to avoid the sharp vegetation.",5.0
446,"(-10, -36)",['Maceio'],"The city is located between the Mundaú Lagoon and the Atlantic Ocean, with a tropical climate with average temperature of 25 °C (77 °F). As of 2021, its metropolitan area had a total population of 1,354,973 inhabitants.",1.0
447,"(-10, 14)","['Dondo area', 'Dondo district']","According to the Köppen climate classification, the climate of the district is transitional from tropical rainforest to hot steppe. The rainfall varies between 1,000 millimetres (39 in) and 1,459 millimetres (57.4 in).There is a coastal forest, the Dondo forest (19°36'S 34°44'E), near the main road (EN 6) to Zimbabwe and 25 miles north of Beira with a species rich flora and fauna, including the eastern green-backed honeyguide, white-chested alethe, Böhm's spinetail, black-headed apalis, speckle-throated woodpecker,  red-winged prinia, east coast akalat, violet-backed sunbird and olive-headed weaver.",2.0
448,"(-10, 15)",['Cambambe-Kwanza Norte'],"The river is navigable for about 150 miles (240 km) from its mouth, located 60 kilometers (37 mi) south of Luanda. Its tributaries included the Cutato and Lucala.",1.0
449,"(-10, 31)",['Northern'],"Northern Cyprus has an area of 3,355 square kilometres (1,295 sq mi), which amounts to around a third of the island. 75 kilometres (47 mi) to the north of Northern Cyprus lies Turkey with Syria lying 97 kilometres (60.3 mi) to the east. It lies between latitudes 34° and 36° N, and longitudes 32° and 35° E.
The coastline of Northern Cyprus features two bays: the Morphou Bay and the Famagusta Bay, and there are four capes: Cape Apostolos Andreas, Cape Kormakitis, Cape Zeytin and Cape Kasa, with Cape Apostolos Andreas being the endpoint of the Karpaz Peninsula. The narrow Kyrenia mountain range lies along the northern coastline, and the highest point in Northern Cyprus, Mount Selvili, lies in this mountain range with an altitude of 1,024 metres (3,360 ft). The Mesaoria plain, extending from the Güzelyurt district to the eastern coastline is another defining landscape. The Mesaoria plains consist of plain fields and small hills, and is crossed by several seasonal streams. The eastern part of the plain is used for dry agriculture, such as the cultivation of wheat and barley, and are therefore predominantly green in the winter and spring, while it turns yellow and brown in the summer.56.7% of the land in Northern Cyprus is agriculturally viable.",1.0
450,"(-10, 34)","['Karonga', 'Karonga district', 'Karonga district', 'Karonga district', 'Karonga district', 'Kyela', 'Karonga District']","Karonga is at an elevation of 478 metres (1,568 ft) on the western shore of Lake Nyasa. It is situated 28 kilometres (17+1⁄4 mi) from Kenan Ngomba, 18 km (11 mi) from Kaporo, 42.5 km (26+1⁄2 mi) from Kilondo and 12 km (7+1⁄2 mi) from Lupembe.",5.0
451,"(-10, 57)",['Agalega Islands'],"North Island is 12.5 km (7.8 mi) long and 1.5 km (0.9 mi) wide while South Island is 7 km (4.3 mi) long and 4.5 km (2.8 mi) wide. The total area of both islands is 26 km2 (10 sq mi). The soil is likely coral. The culmination is at the top of the hill Emmer on the island in the north. The climate is hot and humid and the average annual temperature is 26 °C (79 °F), ranging from a minimum of 22.5 °C (72.5 °F) and a maximum of 30.6 °C (87.1 °F). April is the hottest month of the year. The tropical climate is conducive to the development of mangrove and coconut trees that cover the two islets.",0.0
452,"(-10, 124)","[' Kupang districts ', 'Toianas']","Kupang is located in the southwestern tip of the island of Timor. It is solely bordered by the Kupang Regency on land, and on its northern shore by the Savu Sea. It has a land area of 180.27 square kilometers (which is divided into six administrative districts), along with a water area of 94.79 square kilometers. The area around the city is geologically inactive, with soil composition characterised by non-volcanic materials such as Latosol and Terra rossa. At its highest point, the city is 62 metres above sea level, with inclination varying from 0 - 5%. The topography of the city is mostly low-lying, but also includes groups of hills in the south and southwest, which has the effect of creating a relatively fertile catchment area.",1.0
453,"(-10, 151)","['Kitava', 'Milne Bay', 'Milne Bay']","The Trobriands consist of four main islands, the largest being Kiriwina Island, and the others being Kaileuna, Vakuta and Kitava. Kiriwina is 43 kilometres (27 miles) long, and varies in width from 1 to 16 kilometres (0.62 to 9.94 mi). In the 1980s, there were around sixty villages on the island, containing around 12,000 people, while the other islands were restricted to a population of hundreds. Other than some elevation on Kiriwina, the islands are flat coral atolls and ""remain hot and humid throughout the year, with frequent rainfall.""",0.0
454,"(-10, 160)","['Guadalcanal', 'Guadalcanal', 'Guadalcanal', 'Guadalcanal', 'Guadalcanal', 'Guadalcanal', 'Guadalcanal region', 'Guadalcanal', ' Guadalcana']","Guadalcanal is the largest island in Solomon Islands, with a total land area of 5,302 km2 (2,047 sq mi), and has a population of 155,605 people, making it the second-most populous island in the country after Malaita. Mount Popomanaseu is the island's highest point and the highest in Solomon Islands, with an elevation of 7,661 ft (2,335 m) above sea level. Mbokokimbo River is the island's longest river, with a total length of 98.7 km (61.3 mi).",3.0
455,"(-9, -172)","['Nukunono', ' Atafu Atolls']","Atafu lies in the Pacific hurricane belt. In January 1914, a massive storm demolished the church and most of the houses on the islands, and wiped out many of the coconut palms.The atoll is roughly triangular in shape and encloses a lagoon some five kilometres (3.1 miles) north to south by four kilometres (2.5 miles) east to west at its widest point. It is low-lying, reaching a maximum altitude of only some five metres (16 feet), and is heavily vegetated with coconut palms and other trees, with undergrowth similar to that found on many small central Pacific islands. Lizards, rats, and seabirds are common on Atafu island. The atoll attracts a wide variety of fish in large numbers.
The eastern side of the lagoon is a nearly continuous thin strip of land with one small break halfway along its length. In contrast, the western side is composed of reef and several distinct islands, notably the inverted V shape of Atafu Island in the north, Alofi, which extends into the lagoon from the western reef, and the L-shaped Fenualoa in the southwest. The smaller Tamaseko Island lies in the lagoon close to Alofi.
The reef which connects the islands of the atoll is shallow enough that it is possible to walk between the islands at low tide. This also means that there is no boat passage to the lagoon, although the ocean becomes deep very close to the reef. This allows for good anchorage, but also makes for rough seas close to the reef. The flatness of the atoll and its location within the tropical cyclone belt has led to damage to island properties on occasion.",0.0
